"","SACRIFICE_PERIOD","rDOSE_LEVEL","compound_sutherland","toxclass","toxlabel","time_index","toxact","COMPOUND_NAME","compound_tggates","chembl_id","compound_chembl"
"671","24 hr","rMiddle","ETHIONINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","ethionine","ethionine","CHEMBL203187","ETHIONINE"
"672","24 hr","rMiddle","FLUOXETINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","fluoxetine_hydrochloride","fluoxetine hydrochloride","CHEMBL1201082","FLUOXETINE HYDROCHLORIDE"
"673","24 hr","rMiddle","FUROSEMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","furosemide","furosemide","CHEMBL35","FUROSEMIDE"
"674","24 hr","rLow","ISONIAZID","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","isoniazid","isoniazid","CHEMBL64","ISONIAZID"
"675","24 hr","rMiddle","4,4'-METHYLENEDIANILINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"676","24 hr","rMiddle","1-NAPHTHYL ISOTHIOCYANATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","naphthyl_isothiocyanate","naphthyl isothiocyanate","CHEMBL1381098","1-NAPHTHYLISOTHIOCYANATE"
"677","24 hr","rHigh","PHENOBARBITAL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","phenobarbital","phenobarbital","CHEMBL40","PHENOBARBITAL"
"678","24 hr","rHigh","THIOACETAMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",4,"toxact_null","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"679","24 hr","rHigh","NIACIN","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",4,"toxact_null","nicotinic_acid","nicotinic acid","CHEMBL573","NIACIN"
"680","24 hr","rLow","NIACIN","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",4,"toxact_null","nicotinic_acid","nicotinic acid","CHEMBL573","NIACIN"
"681","24 hr","rMiddle","NIACIN","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",4,"toxact_null","nicotinic_acid","nicotinic acid","CHEMBL573","NIACIN"
"682","24 hr","rMiddle","BENDAZAC","Hematopoiesis:Hematopoeisis","Hematopoeisis",4,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"683","24 hr","rHigh","BENZBROMARONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","benzbromarone","benzbromarone","CHEMBL388590","BENZBROMARONE"
"684","24 hr","rMiddle","BORTEZOMIB","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","bortezomib","bortezomib","CHEMBL325041","BORTEZOMIB"
"685","24 hr","rHigh","IMIPRAMINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"686","24 hr","rMiddle","METHAPYRILENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"687","24 hr","rHigh","4,4'-METHYLENEDIANILINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"688","24 hr","rMiddle","4,4'-METHYLENEDIANILINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"689","24 hr","rHigh","17-METHYLTESTOSTERONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","methyltestosterone","methyltestosterone","CHEMBL1395","METHYLTESTOSTERONE"
"690","24 hr","rHigh","PUROMYCIN AMINONUCLEOSIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"691","24 hr","rHigh","SULINDAC","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",4,"toxact_null","sulindac","sulindac","CHEMBL15770","SULINDAC"
"692","24 hr","rHigh","ACARBOSE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","acarbose","acarbose","CHEMBL1566","ACARBOSE"
"693","24 hr","rLow","ACARBOSE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","acarbose","acarbose","CHEMBL1566","ACARBOSE"
"694","24 hr","rLow","2-ACETYLAMINOFLUORENE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"695","24 hr","rHigh","ACETAMINOPHEN","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","acetaminophen","acetaminophen","CHEMBL112","ACETAMINOPHEN"
"696","24 hr","rMiddle","ACETAMINOPHEN","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","acetaminophen","acetaminophen","CHEMBL112","ACETAMINOPHEN"
"697","24 hr","rHigh","AFLATOXIN B1","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","aflatoxin_B1","aflatoxin b1","CHEMBL1697694","AFLATOXIN"
"698","24 hr","rMiddle","AFLATOXIN B1","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","aflatoxin_B1","aflatoxin b1","CHEMBL1697694","AFLATOXIN"
"699","24 hr","rHigh","BENZIODARONE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"700","24 hr","rHigh","BROMOBENZENE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","bromobenzene","bromobenzene","CHEMBL16068","BROMOBENZENE"
"701","24 hr","rMiddle","BUTHIONINE SULFOXIMINE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","buthionine_sulfoximine","buthionine sulfoximine","CHEMBL1609891","BUTHIONINE SULFOXIMINE"
"702","24 hr","rLow","CAPTOPRIL","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","captopril","captopril","CHEMBL1560","CAPTOPRIL"
"703","24 hr","rLow","ETHANOL","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","ethanol","ethanol","CHEMBL545","ALCOHOL"
"704","24 hr","rMiddle","ETHANOL","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","ethanol","ethanol","CHEMBL545","ALCOHOL"
"705","24 hr","rMiddle","ETHIONINE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","ethionine","ethionine","CHEMBL203187","ETHIONINE"
"706","24 hr","rLow","ETOPOSIDE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","etoposide","etoposide","CHEMBL44657","ETOPOSIDE"
"707","24 hr","rMiddle","1-NAPHTHYL ISOTHIOCYANATE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","naphthyl_isothiocyanate","naphthyl isothiocyanate","CHEMBL1381098","1-NAPHTHYLISOTHIOCYANATE"
"708","24 hr","rHigh","PHORONE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","phorone","phorone","CHEMBL2766015","PHORONE"
"709","24 hr","rHigh","TETRACYCLINE","Infiltration\Inflammation:Inflammation","Inflammation",4,"toxact_null","tetracycline","tetracycline","CHEMBL1440","TETRACYCLINE"
"710","24 hr","rHigh","DANAZOL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","danazol","danazol","CHEMBL1479","DANAZOL"
"711","24 hr","rLow","DANAZOL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","danazol","danazol","CHEMBL1479","DANAZOL"
"712","24 hr","rMiddle","DANAZOL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","danazol","danazol","CHEMBL1479","DANAZOL"
"713","24 hr","rMiddle","ETHAMBUTOL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"714","24 hr","rHigh","ETHINYLESTRADIOL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"715","24 hr","rMiddle","ETHINYLESTRADIOL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"716","24 hr","rLow","ETHIONAMIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"717","24 hr","rMiddle","ETHIONAMIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"718","24 hr","rHigh","FENOFIBRATE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"719","24 hr","rLow","FENOFIBRATE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"720","24 hr","rMiddle","FENOFIBRATE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"721","24 hr","rLow","FLUTAMIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"722","24 hr","rHigh","GEMFIBROZIL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"723","24 hr","rHigh","GRISEOFULVIN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","griseofulvin","griseofulvin","CHEMBL562","GRISEOFULVIN"
"724","24 hr","rLow","GRISEOFULVIN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","griseofulvin","griseofulvin","CHEMBL562","GRISEOFULVIN"
"725","24 hr","rMiddle","GRISEOFULVIN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","griseofulvin","griseofulvin","CHEMBL562","GRISEOFULVIN"
"726","24 hr","rHigh","IBUPROFEN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ibuprofen","ibuprofen","CHEMBL521","IBUPROFEN"
"727","24 hr","rMiddle","IBUPROFEN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ibuprofen","ibuprofen","CHEMBL521","IBUPROFEN"
"728","24 hr","rHigh","KETOCONAZOLE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","ketoconazole","ketoconazole","CHEMBL157101","KETOCONAZOLE"
"729","24 hr","rHigh","17-METHYLTESTOSTERONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","methyltestosterone","methyltestosterone","CHEMBL1395","METHYLTESTOSTERONE"
"730","24 hr","rMiddle","17-METHYLTESTOSTERONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","methyltestosterone","methyltestosterone","CHEMBL1395","METHYLTESTOSTERONE"
"731","24 hr","rLow","NIMESULIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","nimesulide","nimesulide","CHEMBL56367","NIMESULIDE"
"732","24 hr","rHigh","PAPAVERINE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","papaverine","papaverine","CHEMBL19224","PAPAVERINE"
"733","24 hr","rHigh","PHENYLANTHRANILIC ACID","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","phenylanthranilic_acid","phenylanthranilic acid","CHEMBL23832","FENAMIC ACID "
"734","24 hr","rMiddle","PHENYLANTHRANILIC ACID","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","phenylanthranilic_acid","phenylanthranilic acid","CHEMBL23832","FENAMIC ACID "
"735","24 hr","rHigh","PROPYLTHIOURACIL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","propylthiouracil","propylthiouracil","CHEMBL1518","PROPYLTHIOURACIL"
"736","24 hr","rHigh","SIMVASTATIN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","simvastatin","simvastatin","CHEMBL1064","SIMVASTATIN"
"737","24 hr","rMiddle","SIMVASTATIN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","simvastatin","simvastatin","CHEMBL1064","SIMVASTATIN"
"738","24 hr","rHigh","PIRINIXIC ACID","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"739","24 hr","rLow","PIRINIXIC ACID","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"740","24 hr","rMiddle","PIRINIXIC ACID","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",4,"toxact_null","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"741","24 hr","rMiddle","BORTEZOMIB","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",4,"toxact_null","bortezomib","bortezomib","CHEMBL325041","BORTEZOMIB"
"742","24 hr","rHigh","COLCHICINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",4,"toxact_null","colchicine","colchicine","CHEMBL107","COLCHICINE"
"743","24 hr","rLow","DEXAMETHASONE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",4,"toxact_null","dexamethasone","dexamethasone","CHEMBL384467","DEXAMETHASONE"
"744","24 hr","rMiddle","ETHIONINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",4,"toxact_null","ethionine","ethionine","CHEMBL203187","ETHIONINE"
"745","4 day","rHigh","ACETAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",5,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"746","4 day","rMiddle","ACETAMIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",5,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"747","4 day","rHigh","BENDAZAC","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",5,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"748","4 day","rHigh","PIRINIXIC ACID","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",5,"toxact_null","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"749","4 day","rMiddle","ETOPOSIDE","Congestion\Hemorrhage\Edema:Vascular","Vascular Edema",5,"toxact_null","etoposide","etoposide","CHEMBL44657","ETOPOSIDE"
"750","4 day","rHigh","1% CHOLESTEROL + 0.25% SODIUM CHOLATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","1%_cholesterol_+_0.25%_sodium_cholate","1% cholesterol + 0.25% sodium cholate","CHEMBL2766016",""
"751","4 day","rHigh","ACETAMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"752","4 day","rMiddle","ACETAMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"753","4 day","rHigh","2-ACETYLAMINOFLUORENE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"754","4 day","rHigh","ACETAMINOPHEN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","acetaminophen","acetaminophen","CHEMBL112","ACETAMINOPHEN"
"755","4 day","rLow","AMITRIPTYLINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"756","4 day","rMiddle","BROMOBENZENE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","bromobenzene","bromobenzene","CHEMBL16068","BROMOBENZENE"
"757","4 day","rLow","CARBON TETRACHLORIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"758","4 day","rHigh","COUMARIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","coumarin","coumarin","CHEMBL6466","COUMARIN"
"759","4 day","rHigh","DIAZEPAM","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","diazepam","diazepam","CHEMBL12","DIAZEPAM"
"760","4 day","rMiddle","DICLOFENAC","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","diclofenac","diclofenac","CHEMBL139","DICLOFENAC"
"761","4 day","rHigh","ETHIONAMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"762","4 day","rHigh","FENOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"763","4 day","rMiddle","FENOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"764","4 day","rLow","FLUOXETINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","fluoxetine_hydrochloride","fluoxetine hydrochloride","CHEMBL1201082","FLUOXETINE HYDROCHLORIDE"
"765","4 day","rHigh","FLUPHENAZINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","fluphenazine","fluphenazine","CHEMBL726","FLUPHENAZINE"
"766","4 day","rMiddle","LORNOXICAM","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","lornoxicam","lornoxicam","CHEMBL1569487","LORNOXICAM"
"767","4 day","rHigh","MONOCROTALINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"768","4 day","rHigh","NAPROXEN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","naproxen","naproxen","CHEMBL154","NAPROXEN"
"769","4 day","rHigh","N-NITROSODIETHYLAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","nitrosodiethylamine","nitrosodiethylamine","CHEMBL164290","N-NITROSODIETHYLAMINE"
"770","4 day","rHigh","PROMETHAZINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"771","4 day","rLow","PROMETHAZINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"772","4 day","rMiddle","RANITIDINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","ranitidine","ranitidine","CHEMBL1790041","RANITIDINE"
"773","4 day","rLow","TETRACYCLINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",5,"toxact_null","tetracycline","tetracycline","CHEMBL1440","TETRACYCLINE"
"774","4 day","rHigh","1-NAPHTHYL ISOTHIOCYANATE","Fibrosis:Fibrosis","Fibrosis",5,"toxact_null","naphthyl_isothiocyanate","naphthyl isothiocyanate","CHEMBL1381098","1-NAPHTHYLISOTHIOCYANATE"
"775","4 day","rHigh","1% CHOLESTEROL + 0.25% SODIUM CHOLATE","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",5,"toxact_null","1%_cholesterol_+_0.25%_sodium_cholate","1% cholesterol + 0.25% sodium cholate","CHEMBL2766016",""
"776","4 day","rHigh","METFORMIN","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",5,"toxact_null","metformin","metformin","CHEMBL1431","METFORMIN"
"777","4 day","rMiddle","METFORMIN","Glycogen_Increased:Hepatocellular","Increased Hepatocellular Glycogen",5,"toxact_null","metformin","metformin","CHEMBL1431","METFORMIN"
"778","4 day","rHigh","METHAPYRILENE","Hyperplasia:Biliary","Biliary Hyperplasia",5,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"779","4 day","rHigh","4,4'-METHYLENEDIANILINE","Hyperplasia:Biliary","Biliary Hyperplasia",5,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"780","4 day","rMiddle","4,4'-METHYLENEDIANILINE","Hyperplasia:Biliary","Biliary Hyperplasia",5,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"781","4 day","rHigh","1-NAPHTHYL ISOTHIOCYANATE","Hyperplasia:Biliary","Biliary Hyperplasia",5,"toxact_null","naphthyl_isothiocyanate","naphthyl isothiocyanate","CHEMBL1381098","1-NAPHTHYLISOTHIOCYANATE"
"782","4 day","rHigh","PHALLOIDIN","Hyperplasia:Biliary","Biliary Hyperplasia",5,"toxact_null","phalloidin","phalloidin","CHEMBL502682","PHALLOIDIN"
"783","4 day","rHigh","BENDAZAC","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"784","4 day","rMiddle","BENDAZAC","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
